k,k-Itemset,NumOccurences
3,"('domestic eggs', 'other vegetables', 'tropical fruit')",5
3,"('bottled beer', 'bottled water', 'sausage')",5
3,"('bottled beer', 'domestic eggs', 'rolls/buns')",5
3,"('bottled beer', 'rolls/buns', 'sausage')",5
3,"('bottled water', 'domestic eggs', 'rolls/buns')",5
3,"('bottled water', 'rolls/buns', 'sausage')",5
3,"('bottled beer', 'frankfurter', 'other vegetables')",5
3,"('curd', 'soda', 'whole milk')",5
3,"('citrus fruit', 'frankfurter', 'yogurt')",5
3,"('bottled water', 'whole milk', 'yogurt')",5
3,"('cream cheese ', 'other vegetables', 'root vegetables')",5
3,"('butter', 'shopping bags', 'soda')",5
3,"('canned beer', 'rolls/buns', 'tropical fruit')",5
3,"('canned beer', 'sausage', 'whole milk')",5
3,"('beef', 'newspapers', 'whole milk')",5
3,"('bottled water', 'newspapers', 'whole milk')",5
3,"('pork', 'rolls/buns', 'soda')",5
3,"('citrus fruit', 'soda', 'yogurt')",5
3,"('shopping bags', 'soda', 'yogurt')",5
3,"('bottled beer', 'butter', 'sausage')",5
3,"('canned beer', 'other vegetables', 'sausage')",5
3,"('pip fruit', 'rolls/buns', 'soda')",5
3,"('chewing gum', 'whole milk', 'yogurt')",5
3,"('bottled water', 'pastry', 'tropical fruit')",5
3,"('root vegetables', 'soda', 'whole milk')",5
3,"('rolls/buns', 'soda', 'whipped/sour cream')",5
3,"('frozen vegetables', 'other vegetables', 'rolls/buns')",5
3,"('citrus fruit', 'curd', 'other vegetables')",5
3,"('citrus fruit', 'other vegetables', 'pastry')",5
3,"('dessert', 'whole milk', 'yogurt')",5
3,"('rolls/buns', 'tropical fruit', 'yogurt')",5
3,"('beverages', 'sausage', 'whole milk')",5
3,"('margarine', 'other vegetables', 'sausage')",5
3,"('margarine', 'sausage', 'whole milk')",5
3,"('other vegetables', 'salty snack', 'whole milk')",5
3,"('chocolate', 'rolls/buns', 'soda')",5
3,"('brown bread', 'canned beer', 'frozen vegetables')",5
3,"('canned beer', 'frozen vegetables', 'sausage')",5
3,"('whipped/sour cream', 'whole milk', 'yogurt')",5
3,"('citrus fruit', 'pastry', 'whole milk')",5
3,"('bottled water', 'coffee', 'whole milk')",5
3,"('coffee', 'frankfurter', 'soda')",5
3,"('coffee', 'pastry', 'sausage')",5
3,"('coffee', 'pastry', 'whole milk')",5
3,"('frankfurter', 'other vegetables', 'soda')",5
3,"('frankfurter', 'sausage', 'soda')",5
3,"('frankfurter', 'soda', 'whole milk')",5
3,"('butter milk', 'canned beer', 'yogurt')",5
3,"('bottled beer', 'other vegetables', 'soda')",5
3,"('other vegetables', 'pip fruit', 'yogurt')",5
3,"('canned beer', 'rolls/buns', 'root vegetables')",5
3,"('curd', 'fruit/vegetable juice', 'sausage')",5
3,"('bottled water', 'rolls/buns', 'root vegetables')",5
3,"('butter', 'frankfurter', 'soda')",5
3,"('canned beer', 'rolls/buns', 'yogurt')",5
3,"('frozen vegetables', 'rolls/buns', 'root vegetables')",5
3,"('other vegetables', 'pip fruit', 'sausage')",5
3,"('bottled beer', 'shopping bags', 'whole milk')",5
3,"('dessert', 'rolls/buns', 'soda')",5
3,"('citrus fruit', 'rolls/buns', 'soda')",5
3,"('bottled water', 'margarine', 'other vegetables')",5
3,"('beef', 'whole milk', 'yogurt')",5
3,"('canned beer', 'shopping bags', 'whole milk')",5
3,"('bottled beer', 'citrus fruit', 'whole milk')",5
3,"('bottled beer', 'rolls/buns', 'yogurt')",5
3,"('candy', 'rolls/buns', 'yogurt')",5
3,"('newspapers', 'pastry', 'sausage')",5
3,"('bottled beer', 'hard cheese', 'whole milk')",5
3,"('other vegetables', 'rolls/buns', 'white bread')",5
3,"('other vegetables', 'sausage', 'whipped/sour cream')",5
3,"('other vegetables', 'sausage', 'white bread')",5
3,"('domestic eggs', 'frankfurter', 'whole milk')",5
3,"('newspapers', 'other vegetables', 'yogurt')",5
3,"('butter', 'soda', 'whole milk')",5
3,"('butter', 'rolls/buns', 'whole milk')",5
3,"('onions', 'rolls/buns', 'whole milk')",5
3,"('domestic eggs', 'other vegetables', 'soda')",5
3,"('domestic eggs', 'pork', 'whole milk')",5
3,"('domestic eggs', 'sausage', 'whole milk')",5
3,"('domestic eggs', 'shopping bags', 'whole milk')",5
3,"('other vegetables', 'root vegetables', 'shopping bags')",5
3,"('pork', 'root vegetables', 'soda')",5
3,"('pork', 'shopping bags', 'whole milk')",5
3,"('root vegetables', 'shopping bags', 'soda')",5
3,"('domestic eggs', 'other vegetables', 'yogurt')",5
3,"('bottled beer', 'brown bread', 'whole milk')",5
3,"('brown bread', 'pork', 'whole milk')",5
3,"('curd', 'other vegetables', 'rolls/buns')",5
3,"('curd', 'rolls/buns', 'yogurt')",5
3,"('curd', 'sausage', 'whole milk')",5
3,"('chocolate', 'other vegetables', 'whole milk')",5
3,"('shopping bags', 'tropical fruit', 'yogurt')",5
3,"('pip fruit', 'pork', 'whole milk')",5
3,"('dessert', 'soda', 'whole milk')",5
3,"('frankfurter', 'pip fruit', 'whole milk')",5
3,"('frozen meals', 'other vegetables', 'rolls/buns')",5
3,"('citrus fruit', 'frozen vegetables', 'other vegetables')",5
3,"('margarine', 'root vegetables', 'shopping bags')",5
3,"('other vegetables', 'sausage', 'waffles')",5
3,"('fruit/vegetable juice', 'other vegetables', 'soda')",5
3,"('rolls/buns', 'soda', 'yogurt')",5
3,"('bottled beer', 'other vegetables', 'root vegetables')",5
3,"('rolls/buns', 'shopping bags', 'yogurt')",5
3,"('butter milk', 'rolls/buns', 'whole milk')",5
3,"('brown bread', 'citrus fruit', 'whole milk')",5
3,"('hard cheese', 'other vegetables', 'sausage')",5
3,"('other vegetables', 'root vegetables', 'whipped/sour cream')",5
3,"('soda', 'whipped/sour cream', 'whole milk')",5
3,"('rolls/buns', 'root vegetables', 'yogurt')",5
3,"('chocolate', 'sausage', 'whole milk')",5
3,"('onions', 'other vegetables', 'whole milk')",5
3,"('onions', 'tropical fruit', 'yogurt')",5
3,"('beverages', 'soda', 'whole milk')",5
3,"('brown bread', 'rolls/buns', 'soda')",5
3,"('curd', 'other vegetables', 'whole milk')",5
3,"('chicken', 'citrus fruit', 'whole milk')",5
3,"('bottled beer', 'newspapers', 'whole milk')",5
3,"('fruit/vegetable juice', 'whole milk', 'yogurt')",5
3,"('fruit/vegetable juice', 'other vegetables', 'whole milk')",5
3,"('pastry', 'rolls/buns', 'root vegetables')",5
3,"('margarine', 'other vegetables', 'pork')",5
3,"('hygiene articles', 'soda', 'whole milk')",5
3,"('chicken', 'soda', 'whole milk')",5
3,"('curd', 'margarine', 'sausage')",5
3,"('newspapers', 'pastry', 'soda')",5
3,"('domestic eggs', 'tropical fruit', 'whole milk')",5
3,"('sausage', 'soda', 'whipped/sour cream')",5
3,"('canned beer', 'pork', 'rolls/buns')",5
3,"('ice cream', 'pip fruit', 'rolls/buns')",5
3,"('sausage', 'semi-finished bread', 'whole milk')",4
3,"('domestic eggs', 'root vegetables', 'soda')",4
3,"('domestic eggs', 'soda', 'tropical fruit')",4
3,"('soda', 'tropical fruit', 'yogurt')",4
3,"('candy', 'citrus fruit', 'rolls/buns')",4
3,"('herbs', 'other vegetables', 'yogurt')",4
3,"('onions', 'root vegetables', 'tropical fruit')",4
3,"('dessert', 'shopping bags', 'soda')",4
3,"('packaged fruit/vegetables', 'rolls/buns', 'root vegetables')",4
3,"('shopping bags', 'white bread', 'whole milk')",4
3,"('butter', 'other vegetables', 'soda')",4
3,"('butter', 'fruit/vegetable juice', 'whole milk')",4
3,"('other vegetables', 'pork', 'shopping bags')",4
3,"('bottled water', 'soda', 'yogurt')",4
3,"('long life bakery product', 'tropical fruit', 'whole milk')",4
3,"('butter', 'other vegetables', 'yogurt')",4
3,"('butter', 'whole milk', 'yogurt')",4
3,"('coffee', 'rolls/buns', 'tropical fruit')",4
3,"('coffee', 'curd', 'frankfurter')",4
3,"('curd', 'frankfurter', 'white bread')",4
3,"('frankfurter', 'other vegetables', 'pastry')",4
3,"('bottled beer', 'tropical fruit', 'yogurt')",4
3,"('beef', 'other vegetables', 'soda')",4
3,"('frozen vegetables', 'other vegetables', 'soda')",4
3,"('bottled beer', 'bottled water', 'rolls/buns')",4
3,"('domestic eggs', 'rolls/buns', 'sausage')",4
3,"('cake bar', 'sausage', 'whole milk')",4
3,"('canned beer', 'tropical fruit', 'whole milk')",4
3,"('citrus fruit', 'frankfurter', 'tropical fruit')",4
3,"('citrus fruit', 'specialty chocolate', 'whole milk')",4
3,"('citrus fruit', 'tropical fruit', 'yogurt')",4
3,"('specialty chocolate', 'whole milk', 'yogurt')",4
3,"('chicken', 'rolls/buns', 'shopping bags')",4
3,"('brown bread', 'shopping bags', 'whole milk')",4
3,"('newspapers', 'other vegetables', 'root vegetables')",4
3,"('butter', 'pastry', 'whole milk')",4
3,"('margarine', 'rolls/buns', 'root vegetables')",4
3,"('frankfurter', 'rolls/buns', 'shopping bags')",4
3,"('margarine', 'rolls/buns', 'shopping bags')",4
3,"('butter', 'other vegetables', 'pastry')",4
3,"('butter', 'sausage', 'soda')",4
3,"('sausage', 'shopping bags', 'soda')",4
3,"('brown bread', 'canned beer', 'rolls/buns')",4
3,"('soda', 'sugar', 'whole milk')",4
3,"('sausage', 'white bread', 'whole milk')",4
3,"('white bread', 'whole milk', 'yogurt')",4
3,"('citrus fruit', 'sausage', 'whole milk')",4
3,"('napkins', 'tropical fruit', 'whole milk')",4
3,"('butter', 'other vegetables', 'rolls/buns')",4
3,"('bottled beer', 'dessert', 'other vegetables')",4
3,"('bottled beer', 'other vegetables', 'sausage')",4
3,"('citrus fruit', 'other vegetables', 'specialty chocolate')",4
3,"('coffee', 'pastry', 'soda')",4
3,"('other vegetables', 'pastry', 'sausage')",4
3,"('bottled water', 'pastry', 'whole milk')",4
3,"('napkins', 'pastry', 'whole milk')",4
3,"('pastry', 'root vegetables', 'tropical fruit')",4
3,"('pastry', 'soda', 'tropical fruit')",4
3,"('ham', 'other vegetables', 'whole milk')",4
3,"('other vegetables', 'soda', 'tropical fruit')",4
3,"('frozen vegetables', 'other vegetables', 'sausage')",4
3,"('frozen vegetables', 'other vegetables', 'whole milk')",4
3,"('oil', 'other vegetables', 'rolls/buns')",4
3,"('oil', 'other vegetables', 'whole milk')",4
3,"('oil', 'sausage', 'whole milk')",4
3,"('dessert', 'rolls/buns', 'shopping bags')",4
3,"('frozen vegetables', 'fruit/vegetable juice', 'rolls/buns')",4
3,"('chicken', 'citrus fruit', 'specialty chocolate')",4
3,"('chicken', 'pastry', 'pip fruit')",4
3,"('citrus fruit', 'cream cheese ', 'specialty chocolate')",4
3,"('citrus fruit', 'curd', 'specialty chocolate')",4
3,"('cream cheese ', 'other vegetables', 'specialty chocolate')",4
3,"('curd', 'other vegetables', 'pastry')",4
3,"('butter milk', 'other vegetables', 'whole milk')",4
3,"('frankfurter', 'margarine', 'other vegetables')",4
3,"('frankfurter', 'margarine', 'whole milk')",4
3,"('frankfurter', 'sausage', 'whole milk')",4
3,"('frozen meals', 'other vegetables', 'whole milk')",4
3,"('margarine', 'other vegetables', 'whole milk')",4
3,"('citrus fruit', 'domestic eggs', 'tropical fruit')",4
3,"('citrus fruit', 'rolls/buns', 'tropical fruit')",4
3,"('butter', 'citrus fruit', 'rolls/buns')",4
3,"('margarine', 'rolls/buns', 'yogurt')",4
3,"('pork', 'tropical fruit', 'whole milk')",4
3,"('ham', 'shopping bags', 'whole milk')",4
3,"('sausage', 'whipped/sour cream', 'yogurt')",4
3,"('citrus fruit', 'pastry', 'rolls/buns')",4
3,"('bottled beer', 'bottled water', 'root vegetables')",4
3,"('chicken', 'shopping bags', 'whole milk')",4
3,"('bottled water', 'frankfurter', 'soda')",4
3,"('frankfurter', 'pastry', 'soda')",4
3,"('citrus fruit', 'ham', 'whole milk')",4
3,"('ham', 'pastry', 'whole milk')",4
3,"('beef', 'curd', 'whole milk')",4
3,"('beef', 'tropical fruit', 'whole milk')",4
3,"('flour', 'tropical fruit', 'whipped/sour cream')",4
3,"('bottled water', 'coffee', 'other vegetables')",4
3,"('bottled water', 'other vegetables', 'pastry')",4
3,"('bottled water', 'sausage', 'soda')",4
3,"('coffee', 'frankfurter', 'other vegetables')",4
3,"('newspapers', 'white bread', 'whole milk')",4
3,"('butter milk', 'sausage', 'yogurt')",4
3,"('canned beer', 'sausage', 'yogurt')",4
3,"('pip fruit', 'salty snack', 'whole milk')",4
3,"('chocolate', 'other vegetables', 'pip fruit')",4
3,"('chocolate', 'other vegetables', 'yogurt')",4
3,"('fruit/vegetable juice', 'other vegetables', 'yogurt')",4
3,"('other vegetables', 'pip fruit', 'root vegetables')",4
3,"('other vegetables', 'root vegetables', 'yogurt')",4
3,"('house keeping products', 'other vegetables', 'whole milk')",4
3,"('bottled beer', 'rolls/buns', 'tropical fruit')",4
3,"('bottled beer', 'tropical fruit', 'waffles')",4
3,"('fruit/vegetable juice', 'sausage', 'tropical fruit')",4
3,"('chocolate', 'other vegetables', 'rolls/buns')",4
3,"('other vegetables', 'rolls/buns', 'waffles')",4
3,"('other vegetables', 'pip fruit', 'soda')",4
3,"('newspapers', 'shopping bags', 'whole milk')",4
3,"('brown bread', 'root vegetables', 'whole milk')",4
3,"('bottled water', 'margarine', 'soda')",4
3,"('canned beer', 'other vegetables', 'yogurt')",4
3,"('berries', 'other vegetables', 'pip fruit')",4
3,"('brown bread', 'other vegetables', 'rolls/buns')",4
3,"('brown bread', 'pip fruit', 'rolls/buns')",4
3,"('pip fruit', 'rolls/buns', 'sausage')",4
3,"('bottled beer', 'soda', 'whole milk')",4
3,"('bottled beer', 'soft cheese', 'whole milk')",4
3,"('other vegetables', 'specialty bar', 'yogurt')",4
3,"('shopping bags', 'waffles', 'whole milk')",4
3,"('liquor (appetizer)', 'rolls/buns', 'yogurt')",4
3,"('canned beer', 'pastry', 'yogurt')",4
3,"('bottled water', 'frankfurter', 'shopping bags')",4
3,"('bottled beer', 'frozen vegetables', 'whole milk')",4
3,"('brown bread', 'pip fruit', 'soda')",4
3,"('curd', 'dessert', 'rolls/buns')",4
3,"('curd', 'rolls/buns', 'soda')",4
3,"('butter', 'citrus fruit', 'soda')",4
3,"('hard cheese', 'other vegetables', 'whole milk')",4
3,"('hamburger meat', 'other vegetables', 'whole milk')",4
3,"('hamburger meat', 'rolls/buns', 'whole milk')",4
3,"('pastry', 'pip fruit', 'rolls/buns')",4
3,"('domestic eggs', 'other vegetables', 'root vegetables')",4
3,"('domestic eggs', 'other vegetables', 'sausage')",4
3,"('domestic eggs', 'sausage', 'soda')",4
3,"('other vegetables', 'pork', 'sausage')",4
3,"('other vegetables', 'root vegetables', 'sausage')",4
3,"('root vegetables', 'shopping bags', 'whole milk')",4
3,"('chocolate', 'pastry', 'rolls/buns')",4
3,"('chicken', 'curd', 'whole milk')",4
3,"('canned beer', 'other vegetables', 'shopping bags')",4
3,"('onions', 'root vegetables', 'whole milk')",4
3,"('coffee', 'root vegetables', 'whole milk')",4
3,"('coffee', 'whole milk', 'yogurt')",4
3,"('salty snack', 'whole milk', 'yogurt')",4
3,"('soft cheese', 'whole milk', 'yogurt')",4
3,"('domestic eggs', 'newspapers', 'yogurt')",4
3,"('other vegetables', 'pastry', 'root vegetables')",4
3,"('oil', 'other vegetables', 'pork')",4
3,"('oil', 'pork', 'whole milk')",4
3,"('butter', 'chicken', 'rolls/buns')",4
3,"('fruit/vegetable juice', 'pastry', 'whole milk')",4
3,"('beverages', 'other vegetables', 'rolls/buns')",4
3,"('newspapers', 'sausage', 'yogurt')",4
3,"('butter', 'rolls/buns', 'soda')",4
3,"('butter', 'rolls/buns', 'tropical fruit')",4
3,"('hamburger meat', 'soda', 'tropical fruit')",4
3,"('cream cheese ', 'frankfurter', 'root vegetables')",4
3,"('hamburger meat', 'root vegetables', 'soda')",4
3,"('brown bread', 'root vegetables', 'sausage')",4
3,"('chewing gum', 'sausage', 'whole milk')",4
3,"('brown bread', 'other vegetables', 'soda')",4
3,"('berries', 'rolls/buns', 'whole milk')",4
3,"('berries', 'whole milk', 'yogurt')",4
3,"('root vegetables', 'shopping bags', 'yogurt')",4
3,"('UHT-milk', 'rolls/buns', 'root vegetables')",4
3,"('bottled water', 'butter', 'citrus fruit')",4
